image_id,digit_label,split,source_file
digit_0_0001.png,0,train,IMG_20260821_213025_534.jpg
digit_0_0002.png,0,test,IMG_20260821_213025_611.jpg
digit_0_0003.png,0,test,IMG_20260821_213025_668.jpg
digit_0_0004.png,0,train,IMG_20260821_213025_709.jpg
digit_0_0005.png,0,train,IMG_20260821_213025_805.jpg
digit_0_0006.png,0,train,IMG_20260821_213026_208.jpg
digit_0_0007.png,0,train,IMG_20260821_213026_218.jpg
digit_0_0008.png,0,train,IMG_20260821_213026_238.jpg
digit_0_0009.png,0,train,IMG_20260821_213026_398.jpg
digit_0_0010.png,0,train,IMG_20260821_213026_426.jpg
digit_0_0011.png,0,train,IMG_20260821_213029_091.jpg
digit_0_0012.png,0,train,IMG_20260821_213029_175.jpg
digit_0_0013.png,0,train,IMG_20260821_213029_264.jpg
digit_0_0014.png,0,train,IMG_20260821_213029_369.jpg
digit_0_0015.png,0,train,IMG_20260821_213029_485.jpg
digit_0_0016.png,0,train,IMG_20260821_213029_510.jpg
digit_0_0017.png,0,train,IMG_20260821_213029_683.jpg
digit_0_0018.png,0,train,IMG_20260821_213029_708.jpg
digit_0_0019.png,0,train,IMG_20260821_213029_844.jpg
digit_0_0020.png,0,train,IMG_20260821_213029_903.jpg
digit_0_0021.png,0,test,IMG_20260821_213031_863.jpg
digit_0_0022.png,0,test,IMG_20260821_213031_923.jpg
digit_0_0023.png,0,train,IMG_20260821_213032_193.jpg
digit_0_0024.png,0,test,IMG_20260821_213032_324.jpg
digit_0_0025.png,0,train,IMG_20260821_213032_336.jpg
digit_0_0026.png,0,train,IMG_20260821_213032_343.jpg
digit_0_0027.png,0,train,IMG_20260821_213032_388.jpg
digit_0_0028.png,0,train,IMG_20260821_213032_468.jpg
digit_0_0029.png,0,train,IMG_20260821_213032_641.jpg
digit_0_0030.png,0,test,IMG_20260821_213032_644.jpg
digit_0_0031.png,0,train,IMG_20260821_213034_573.jpg
digit_0_0032.png,0,train,IMG_20260821_213034_711.jpg
digit_0_0033.png,0,test,IMG_20260821_213034_740.jpg
digit_0_0034.png,0,train,IMG_20260821_213034_767.jpg
digit_0_0035.png,0,train,IMG_20260821_213034_906.jpg
digit_0_0036.png,0,train,IMG_20260821_213035_018.jpg
digit_0_0037.png,0,train,IMG_20260821_213035_128.jpg
digit_0_0038.png,0,test,IMG_20260821_213035_225.jpg
digit_0_0039.png,0,train,IMG_20260821_213035_254.jpg
digit_0_0040.png,0,train,IMG_20260821_213035_397.jpg
digit_0_0041.png,0,train,IMG_20260821_213037_099.jpg
digit_0_0042.png,0,train,IMG_20260821_213037_130.jpg
digit_0_0043.png,0,train,IMG_20260821_213037_232.jpg
digit_0_0044.png,0,train,IMG_20260821_213037_362.jpg
digit_0_0045.png,0,train,IMG_20260821_213037_462.jpg
digit_0_0046.png,0,train,IMG_20260821_213037_499.jpg
digit_0_0047.png,0,train,IMG_20260821_213037_585.jpg
digit_0_0048.png,0,train,IMG_20260821_213037_600.jpg
digit_0_0049.png,0,train,IMG_20260821_213037_667.jpg
digit_0_0050.png,0,train,IMG_20260821_213037_827.jpg
digit_0_0051.png,0,train,IMG_20260821_213039_926.jpg
digit_0_0052.png,0,train,IMG_20260821_213040_094.jpg
digit_0_0053.png,0,test,IMG_20260821_213040_106.jpg
digit_0_0054.png,0,train,IMG_20260821_213040_108.jpg
digit_0_0055.png,0,train,IMG_20260821_213040_330.jpg
digit_0_0056.png,0,train,IMG_20260821_213040_352.jpg
digit_0_0057.png,0,train,IMG_20260821_213040_509.jpg
digit_0_0058.png,0,train,IMG_20260821_213040_595.jpg
digit_0_0059.png,0,train,IMG_20260821_213040_699.jpg
digit_0_0060.png,0,test,IMG_20260821_213040_894.jpg
digit_0_0061.png,0,train,IMG_20260821_213043_398.jpg
digit_0_0062.png,0,train,IMG_20260821_213043_432.jpg
digit_0_0063.png,0,train,IMG_20260821_213043_451.jpg
digit_0_0064.png,0,test,IMG_20260821_213043_457.jpg
digit_0_0065.png,0,train,IMG_20260821_213043_521.jpg
digit_0_0066.png,0,train,IMG_20260821_213043_556.jpg
digit_0_0067.png,0,train,IMG_20260821_213043_671.jpg
digit_0_0068.png,0,train,IMG_20260821_213044_106.jpg
digit_0_0069.png,0,train,IMG_20260821_213044_118.jpg
digit_0_0070.png,0,train,IMG_20260821_213044_288.jpg
digit_0_0071.png,0,train,IMG_20260821_213046_200.jpg
digit_0_0072.png,0,train,IMG_20260821_213046_220.jpg
digit_0_0073.png,0,train,IMG_20260821_213046_421.jpg
digit_0_0074.png,0,train,IMG_20260821_213046_474.jpg
digit_0_0075.png,0,test,IMG_20260821_213046_517.jpg
digit_0_0076.png,0,test,IMG_20260821_213046_679.jpg
digit_0_0077.png,0,train,IMG_20260821_213046_698.jpg
digit_0_0078.png,0,train,IMG_20260821_213046_703.jpg
digit_0_0079.png,0,train,IMG_20260821_213046_736.jpg
digit_0_0080.png,0,train,IMG_20260821_213046_832.jpg
digit_0_0081.png,0,train,IMG_20260821_213049_747.jpg
digit_0_0082.png,0,train,IMG_20260821_213049_882.jpg
digit_0_0083.png,0,test,IMG_20260821_213049_932.jpg
digit_0_0084.png,0,train,IMG_20260821_213049_990.jpg
digit_0_0085.png,0,train,IMG_20260821_213050_011.jpg
digit_0_0086.png,0,train,IMG_20260821_213050_155.jpg
digit_0_0087.png,0,test,IMG_20260821_213050_166.jpg
digit_0_0088.png,0,test,IMG_20260821_213050_222.jpg
digit_0_0089.png,0,train,IMG_20260821_213050_293.jpg
digit_0_0090.png,0,test,IMG_20260821_213050_334.jpg
digit_0_0091.png,0,train,IMG_20260821_213052_241.jpg
digit_0_0092.png,0,train,IMG_20260821_213052_480.jpg
digit_0_0093.png,0,train,IMG_20260821_213052_552.jpg
digit_0_0094.png,0,train,IMG_20260821_213052_605.jpg
digit_0_0095.png,0,test,IMG_20260821_213052_712.jpg
digit_0_0096.png,0,train,IMG_20260821_213052_781.jpg
digit_0_0097.png,0,test,IMG_20260821_213052_973.jpg
digit_0_0098.png,0,train,IMG_20260821_213052_991.jpg
digit_0_0099.png,0,train,IMG_20260821_213053_076.jpg
digit_0_0100.png,0,test,IMG_20260821_213053_161.jpg
digit_1_0001.png,1,train,photo_100_2026-08-21_17-35-24.jpg
digit_1_0002.png,1,train,photo_10_2026-08-21_17-35-23.jpg
digit_1_0003.png,1,test,photo_11_2026-08-21_17-35-23.jpg
digit_1_0004.png,1,train,photo_12_2026-08-21_17-35-23.jpg
digit_1_0005.png,1,test,photo_13_2026-08-21_17-35-23.jpg
digit_1_0006.png,1,train,photo_14_2026-08-21_17-35-23.jpg
digit_1_0007.png,1,test,photo_15_2026-08-21_17-35-23.jpg
digit_1_0008.png,1,train,photo_16_2026-08-21_17-35-23.jpg
digit_1_0009.png,1,train,photo_17_2026-08-21_17-35-23.jpg
digit_1_0010.png,1,train,photo_18_2026-08-21_17-35-23.jpg
digit_1_0011.png,1,train,photo_19_2026-08-21_17-35-23.jpg
digit_1_0012.png,1,test,photo_1_2026-08-21_17-35-22.jpg
digit_1_0013.png,1,train,photo_20_2026-08-21_17-35-23.jpg
digit_1_0014.png,1,train,photo_21_2026-08-21_17-35-23.jpg
digit_1_0015.png,1,train,photo_22_2026-08-21_17-35-23.jpg
digit_1_0016.png,1,train,photo_23_2026-08-21_17-35-23.jpg
digit_1_0017.png,1,train,photo_24_2026-08-21_17-35-23.jpg
digit_1_0018.png,1,train,photo_25_2026-08-21_17-35-23.jpg
digit_1_0019.png,1,train,photo_26_2026-08-21_17-35-23.jpg
digit_1_0020.png,1,train,photo_27_2026-08-21_17-35-23.jpg
digit_1_0021.png,1,train,photo_28_2026-08-21_17-35-23.jpg
digit_1_0022.png,1,train,photo_29_2026-08-21_17-35-23.jpg
digit_1_0023.png,1,test,photo_2_2026-08-21_17-35-22.jpg
digit_1_0024.png,1,train,photo_30_2026-08-21_17-35-23.jpg
digit_1_0025.png,1,train,photo_31_2026-08-21_17-35-23.jpg
digit_1_0026.png,1,train,photo_32_2026-08-21_17-35-23.jpg
digit_1_0027.png,1,train,photo_33_2026-08-21_17-35-23.jpg
digit_1_0028.png,1,test,photo_34_2026-08-21_17-35-23.jpg
digit_1_0029.png,1,train,photo_35_2026-08-21_17-35-23.jpg
digit_1_0030.png,1,train,photo_36_2026-08-21_17-35-23.jpg
digit_1_0031.png,1,train,photo_37_2026-08-21_17-35-23.jpg
digit_1_0032.png,1,train,photo_38_2026-08-21_17-35-23.jpg
digit_1_0033.png,1,test,photo_39_2026-08-21_17-35-23.jpg
digit_1_0034.png,1,test,photo_3_2026-08-21_17-35-22.jpg
digit_1_0035.png,1,test,photo_40_2026-08-21_17-35-23.jpg
digit_1_0036.png,1,train,photo_41_2026-08-21_17-35-23.jpg
digit_1_0037.png,1,test,photo_42_2026-08-21_17-35-23.jpg
digit_1_0038.png,1,train,photo_43_2026-08-21_17-35-23.jpg
digit_1_0039.png,1,train,photo_44_2026-08-21_17-35-23.jpg
digit_1_0040.png,1,train,photo_45_2026-08-21_17-35-23.jpg
digit_1_0041.png,1,test,photo_46_2026-08-21_17-35-23.jpg
digit_1_0042.png,1,train,photo_47_2026-08-21_17-35-23.jpg
digit_1_0043.png,1,train,photo_48_2026-08-21_17-35-23.jpg
digit_1_0044.png,1,test,photo_49_2026-08-21_17-35-23.jpg
digit_1_0045.png,1,train,photo_4_2026-08-21_17-35-23.jpg
digit_1_0046.png,1,train,photo_50_2026-08-21_17-35-23.jpg
digit_1_0047.png,1,test,photo_51_2026-08-21_17-35-23.jpg
digit_1_0048.png,1,test,photo_52_2026-08-21_17-35-23.jpg
digit_1_0049.png,1,train,photo_53_2026-08-21_17-35-23.jpg
digit_1_0050.png,1,train,photo_54_2026-08-21_17-35-23.jpg
digit_1_0051.png,1,train,photo_55_2026-08-21_17-35-23.jpg
digit_1_0052.png,1,train,photo_56_2026-08-21_17-35-23.jpg
digit_1_0053.png,1,train,photo_57_2026-08-21_17-35-23.jpg
digit_1_0054.png,1,train,photo_58_2026-08-21_17-35-23.jpg
digit_1_0055.png,1,train,photo_59_2026-08-21_17-35-23.jpg
digit_1_0056.png,1,train,photo_5_2026-08-21_17-35-23.jpg
digit_1_0057.png,1,train,photo_60_2026-08-21_17-35-23.jpg
digit_1_0058.png,1,train,photo_61_2026-08-21_17-35-23.jpg
digit_1_0059.png,1,train,photo_62_2026-08-21_17-35-23.jpg
digit_1_0060.png,1,train,photo_63_2026-08-21_17-35-23.jpg
digit_1_0061.png,1,train,photo_64_2026-08-21_17-35-23.jpg
digit_1_0062.png,1,test,photo_65_2026-08-21_17-35-23.jpg
digit_1_0063.png,1,train,photo_66_2026-08-21_17-35-23.jpg
digit_1_0064.png,1,train,photo_67_2026-08-21_17-35-23.jpg
digit_1_0065.png,1,test,photo_68_2026-08-21_17-35-23.jpg
digit_1_0066.png,1,train,photo_69_2026-08-21_17-35-23.jpg
digit_1_0067.png,1,train,photo_6_2026-08-21_17-35-23.jpg
digit_1_0068.png,1,train,photo_70_2026-08-21_17-35-23.jpg
digit_1_0069.png,1,train,photo_71_2026-08-21_17-35-23.jpg
digit_1_0070.png,1,train,photo_72_2026-08-21_17-35-23.jpg
digit_1_0071.png,1,train,photo_73_2026-08-21_17-35-23.jpg
digit_1_0072.png,1,test,photo_74_2026-08-21_17-35-23.jpg
digit_1_0073.png,1,test,photo_75_2026-08-21_17-35-23.jpg
digit_1_0074.png,1,train,photo_76_2026-08-21_17-35-23.jpg
digit_1_0075.png,1,train,photo_77_2026-08-21_17-35-23.jpg
digit_1_0076.png,1,train,photo_78_2026-08-21_17-35-24.jpg
digit_1_0077.png,1,train,photo_79_2026-08-21_17-35-24.jpg
digit_1_0078.png,1,test,photo_7_2026-08-21_17-35-23.jpg
digit_1_0079.png,1,train,photo_80_2026-08-21_17-35-24.jpg
digit_1_0080.png,1,train,photo_81_2026-08-21_17-35-24.jpg
digit_1_0081.png,1,train,photo_82_2026-08-21_17-35-24.jpg
digit_1_0082.png,1,train,photo_83_2026-08-21_17-35-24.jpg
digit_1_0083.png,1,train,photo_84_2026-08-21_17-35-24.jpg
digit_1_0084.png,1,train,photo_85_2026-08-21_17-35-24.jpg
digit_1_0085.png,1,train,photo_86_2026-08-21_17-35-24.jpg
digit_1_0086.png,1,train,photo_87_2026-08-21_17-35-24.jpg
digit_1_0087.png,1,train,photo_88_2026-08-21_17-35-24.jpg
digit_1_0088.png,1,train,photo_89_2026-08-21_17-35-24.jpg
digit_1_0089.png,1,train,photo_8_2026-08-21_17-35-23.jpg
digit_1_0090.png,1,train,photo_90_2026-08-21_17-35-24.jpg
digit_1_0091.png,1,train,photo_91_2026-08-21_17-35-24.jpg
digit_1_0092.png,1,train,photo_92_2026-08-21_17-35-24.jpg
digit_1_0093.png,1,train,photo_93_2026-08-21_17-35-24.jpg
digit_1_0094.png,1,train,photo_94_2026-08-21_17-35-24.jpg
digit_1_0095.png,1,train,photo_95_2026-08-21_17-35-24.jpg
digit_1_0096.png,1,train,photo_96_2026-08-21_17-35-24.jpg
digit_1_0097.png,1,train,photo_97_2026-08-21_17-35-24.jpg
digit_1_0098.png,1,train,photo_98_2026-08-21_17-35-24.jpg
digit_1_0099.png,1,train,photo_99_2026-08-21_17-35-24.jpg
digit_1_0100.png,1,test,photo_9_2026-08-21_17-35-23.jpg
digit_2_0001.png,2,train,Screenshot 2026-08-22 220148.png
digit_2_0002.png,2,test,Screenshot 2026-08-22 220159.png
digit_2_0003.png,2,train,Screenshot 2026-08-22 220204.png
digit_2_0004.png,2,train,Screenshot 2026-08-22 220211.png
digit_2_0005.png,2,train,Screenshot 2026-08-22 220224.png
digit_2_0006.png,2,train,Screenshot 2026-08-22 220233.png
digit_2_0007.png,2,train,Screenshot 2026-08-22 220239.png
digit_2_0008.png,2,train,Screenshot 2026-08-22 220247.png
digit_2_0009.png,2,train,Screenshot 2026-08-22 220300.png
digit_2_0010.png,2,train,Screenshot 2026-08-22 220309.png
digit_2_0011.png,2,test,Screenshot 2026-08-22 220315.png
digit_2_0012.png,2,train,Screenshot 2026-08-22 220322.png
digit_2_0013.png,2,train,Screenshot 2026-08-22 220330.png
digit_2_0014.png,2,train,Screenshot 2026-08-22 220339.png
digit_2_0015.png,2,train,Screenshot 2026-08-22 220345.png
digit_2_0016.png,2,test,Screenshot 2026-08-22 220352.png
digit_2_0017.png,2,test,Screenshot 2026-08-22 220359.png
digit_2_0018.png,2,train,Screenshot 2026-08-22 220405.png
digit_2_0019.png,2,test,Screenshot 2026-08-22 220414.png
digit_2_0020.png,2,train,Screenshot 2026-08-22 220419.png
digit_2_0021.png,2,train,Screenshot 2026-08-22 220432.png
digit_2_0022.png,2,train,Screenshot 2026-08-22 220438.png
digit_2_0023.png,2,train,Screenshot 2026-08-22 220442.png
digit_2_0024.png,2,test,Screenshot 2026-08-22 220452.png
digit_2_0025.png,2,train,Screenshot 2026-08-22 220458.png
digit_2_0026.png,2,train,Screenshot 2026-08-22 220502.png
digit_2_0027.png,2,train,Screenshot 2026-08-22 220512.png
digit_2_0028.png,2,train,Screenshot 2026-08-22 220517.png
digit_2_0029.png,2,train,Screenshot 2026-08-22 220530.png
digit_2_0030.png,2,train,Screenshot 2026-08-22 220534.png
digit_2_0031.png,2,train,Screenshot 2026-08-22 220542.png
digit_2_0032.png,2,test,Screenshot 2026-08-22 220551.png
digit_2_0033.png,2,train,Screenshot 2026-08-22 220555.png
digit_2_0034.png,2,train,Screenshot 2026-08-22 220559.png
digit_2_0035.png,2,train,Screenshot 2026-08-22 220606.png
digit_2_0036.png,2,train,Screenshot 2026-08-22 220610.png
digit_2_0037.png,2,train,Screenshot 2026-08-22 220614.png
digit_2_0038.png,2,test,Screenshot 2026-08-22 220619.png
digit_2_0039.png,2,train,Screenshot 2026-08-22 220630.png
digit_2_0040.png,2,train,Screenshot 2026-08-22 220639.png
digit_2_0041.png,2,train,Screenshot 2026-08-22 220649.png
digit_2_0042.png,2,train,Screenshot 2026-08-22 220655.png
digit_2_0043.png,2,train,Screenshot 2026-08-22 220700.png
digit_2_0044.png,2,test,Screenshot 2026-08-22 220706.png
digit_2_0045.png,2,train,Screenshot 2026-08-22 220711.png
digit_2_0046.png,2,train,Screenshot 2026-08-22 220716.png
digit_2_0047.png,2,train,Screenshot 2026-08-22 220720.png
digit_2_0048.png,2,train,Screenshot 2026-08-22 220726.png
digit_2_0049.png,2,train,Screenshot 2026-08-22 220730.png
digit_2_0050.png,2,train,Screenshot 2026-08-22 221212.png
digit_2_0051.png,2,train,Screenshot 2026-08-22 221217.png
digit_2_0052.png,2,train,Screenshot 2026-08-22 221220.png
digit_2_0053.png,2,test,Screenshot 2026-08-22 221224.png
digit_2_0054.png,2,train,Screenshot 2026-08-22 221227.png
digit_2_0055.png,2,test,Screenshot 2026-08-22 221232.png
digit_2_0056.png,2,test,Screenshot 2026-08-22 221236.png
digit_2_0057.png,2,train,Screenshot 2026-08-22 221241.png
digit_2_0058.png,2,train,Screenshot 2026-08-22 221245.png
digit_2_0059.png,2,test,Screenshot 2026-08-22 221249.png
digit_2_0060.png,2,train,Screenshot 2026-08-22 221255.png
digit_2_0061.png,2,train,Screenshot 2026-08-22 221300.png
digit_2_0062.png,2,train,Screenshot 2026-08-22 221304.png
digit_2_0063.png,2,train,Screenshot 2026-08-22 221308.png
